tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone
Tr_tweet_1751,negative,1.0,Flight Attendant Complaints,0.6657,United,NosihtamInc,0.0,"@united 100% I will put together a very serious email, with all the issues that arose on our vacation due to your staff I will post it here",2015-02-22 07:14:55 -0800,"Winnipeg, Manitoba",Central Time (US & Canada)
Tr_tweet_1752,negative,0.6854,Can't Tell,0.3596,United,GusSpaulding,0.0,@united thank you for fully boarding flight 1689 this morning before noticing we had no pilots. #fail,2015-02-22 07:12:39 -0800,"New York, NY",
Tr_tweet_1753,negative,1.0,longlines,0.682,United,worldknits,0.0,@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel,2015-02-22 07:11:12 -0800,"Fredericksburg, VA",Eastern Time (US & Canada)
Tr_tweet_1754,negative,1.0,Cancelled Flight,1.0,United,czamkoff,1.0,@united you guys SUCK! Another Cancelled Flighted flight! Every flight with you has an issue!,2015-02-22 07:09:55 -0800,,
Tr_tweet_1755,neutral,0.6365,,0.0,United,roryfreeman87,0.0,@united with about 25 people trying to get on flights,2015-02-22 07:08:42 -0800,california,Central Time (US & Canada)
Tr_tweet_1756,negative,1.0,Can't Tell,0.667,United,DanielPaulEller,0.0,"@united, more lies... http://t.co/BEqoTLNugc",2015-02-22 07:08:28 -0800,Chicago,Central Time (US & Canada)
Tr_tweet_1757,negative,1.0,Customer Service Issue,1.0,United,roryfreeman87,0.0,@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..,2015-02-22 07:08:13 -0800,california,Central Time (US & Canada)
Tr_tweet_1758,negative,1.0,Late Flight,0.7143,United,BuickJohnc,0.0,@united after 6 hour plus delay from #WashingtonDC finally on flight to #Edinburgh all very tired,2015-02-22 07:07:28 -0800,Edinburgh,
Tr_tweet_1759,positive,1.0,,,United,Angry_VBK,0.0,@united thank you,2015-02-22 07:07:02 -0800,,
Tr_tweet_1760,neutral,0.6292,,0.0,United,craigsmail,0.0,@united can you change DKYDE6 to 4583&gt,606&gt,36, original reservation was for 4404&gt
Tr_tweet_1761,negative,1.0,Late Flight,1.0,United,KapuriaMd,0.0,"@united : flight delayed by 24 hours, lost my wallet, have no money to eat or sleep yet your representatives will not help.#unitedsucks",2015-02-22 07:03:06 -0800,,
Tr_tweet_1762,negative,1.0,Bad Flight,0.3531,United,pawenrick,0.0,@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!,2015-02-22 07:01:13 -0800,Happy Valley,Quito
Tr_tweet_1763,negative,0.6734,Late Flight,0.6734,United,throthra,0.0,@united they let us board again but will we fly this time? Who knows! #shouldhaveflowndelta,2015-02-22 06:55:37 -0800,,
Tr_tweet_1764,negative,0.6989,Customer Service Issue,0.6989,United,throthra,0.0,@united apparently sleeping in B terminal wasn't the worst situation. Someone told other UA passengers they had to sleep at baggage claim.,2015-02-22 06:47:58 -0800,,
Tr_tweet_1765,negative,1.0,Late Flight,1.0,United,201Chef,0.0,@united why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/,2015-02-22 06:46:14 -0800,201-600-2130,Central Time (US & Canada)
Tr_tweet_1766,negative,1.0,Can't Tell,0.6556,United,DanielPaulEller,0.0,@united fuck you for not caring 😢,2015-02-22 06:45:30 -0800,Chicago,Central Time (US & Canada)
Tr_tweet_1767,negative,0.6697,Can't Tell,0.3394,United,ljsbrooks,0.0,"@united its been five days, I'm just asking you to clarify your policy on car seats. I don't want to have to take this higher up.",2015-02-22 06:43:43 -0800,,
Tr_tweet_1768,neutral,1.0,,,United,Angry_VBK,0.0,@united question. Are departure times based off eastern central time or the time zone your actually in?,2015-02-22 06:41:11 -0800,,
Tr_tweet_1769,positive,0.6987,,,United,auciello,0.0,Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH,2015-02-22 06:40:38 -0800,South Seaside Park/Puerto Rico,Eastern Time (US & Canada)
Tr_tweet_1770,negative,0.6473,Lost Luggage,0.6473,United,szymanski_t,0.0,@united if you lost my belongings then BE HONEST!,2015-02-22 06:39:05 -0800,,Eastern Time (US & Canada)
Tr_tweet_1771,negative,0.3533,Cancelled Flight,0.3533,United,CoachMcRoberts,0.0,@united Back at the Denver airport and ready for round two today. Ready to get home!,2015-02-22 06:34:21 -0800,"Oxford, MS",
Tr_tweet_1772,negative,0.7099,Customer Service Issue,0.7099,United,21stCenturyMom,0.0,@united  of course this morning I see a non-stop from IAH to SFO but that was not available yesterday. #UnitedHatesUsAll,2015-02-22 06:34:04 -0800,,Pacific Time (US & Canada)
Tr_tweet_1773,negative,1.0,Customer Service Issue,0.6662,United,szymanski_t,0.0,@united 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable!,2015-02-22 06:31:36 -0800,,Eastern Time (US & Canada)
Tr_tweet_1774,negative,1.0,Lost Luggage,1.0,United,Therobertlewin,0.0,@united @delta lost my luggage from ATL to  hdn luggage in denver and said @united will deliver my luggage to HDN airport claim# hdndl11785,2015-02-22 06:29:56 -0800,,
Tr_tweet_1775,negative,1.0,Lost Luggage,1.0,United,szymanski_t,0.0,@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!,2015-02-22 06:29:47 -0800,,Eastern Time (US & Canada)
Tr_tweet_1776,neutral,1.0,,,United,FlyChristo,0.0,"@united Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?",2015-02-22 06:29:24 -0800,New York City,Eastern Time (US & Canada)
Tr_tweet_1777,negative,1.0,Late Flight,1.0,United,bushth07,0.0,"@united Thank you for wasting my time &amp; money. Not only will I now arrive 5 hours Late Flight to my destination, but...",2015-02-22 06:29:11 -0800,43206,Eastern Time (US & Canada)
Tr_tweet_1778,negative,1.0,Lost Luggage,1.0,United,szymanski_t,0.0,@United DO NOT FLY UNITED WITH CHECKED BAGGAGE! It will never find you!,2015-02-22 06:29:10 -0800,,Eastern Time (US & Canada)
Tr_tweet_1779,negative,1.0,Customer Service Issue,0.6579999999999999,United,szymanski_t,0.0,@United why can't you have an English/Spanish rep call me so we can locate my bag and resolve this issue?,2015-02-22 06:28:14 -0800,,Eastern Time (US & Canada)
Tr_tweet_1780,negative,1.0,Lost Luggage,1.0,United,szymanski_t,0.0,@united why would you overnight my bag Wed to an unknown location with a courier company you apparently can't contact!,2015-02-22 06:27:28 -0800,,Eastern Time (US & Canada)
Tr_tweet_1781,negative,1.0,Can't Tell,1.0,United,throthra,0.0,"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks",2015-02-22 06:27:05 -0800,,
Tr_tweet_1782,negative,1.0,Customer Service Issue,1.0,United,szymanski_t,0.0,@united I have never been more frustrated than my conversations with United who can't speak Spanish to the courier company that has my bag!,2015-02-22 06:25:58 -0800,,Eastern Time (US & Canada)
Tr_tweet_1783,negative,1.0,Can't Tell,0.6715,United,szymanski_t,0.0,@united I have never been mislead by a company as many times as I have this week by United Airlines!,2015-02-22 06:25:10 -0800,,Eastern Time (US & Canada)
Tr_tweet_1784,negative,1.0,Can't Tell,0.6723,United,szymanski_t,0.0,@united I would never fly United Airlines again!,2015-02-22 06:24:19 -0800,,Eastern Time (US & Canada)
Tr_tweet_1785,negative,1.0,Late Flight,0.6774,United,kaf_silva,0.0,@united I am still in the airport waiting for my flight.,2015-02-22 06:24:09 -0800,,
Tr_tweet_1786,negative,1.0,Lost Luggage,1.0,United,szymanski_t,0.0,@united your airline has been telling me that my luggage is one hour away from my destination for 5 days!,2015-02-22 06:23:59 -0800,,Eastern Time (US & Canada)
Tr_tweet_1787,negative,1.0,Late Flight,0.6505,United,jlongoria21,0.0,@united now there is no one to operate the ramp to let us out of the plane in IAH...wow..just wow,2015-02-22 06:21:56 -0800,"Rio Grande Valley, Texas",Central Time (US & Canada)
Tr_tweet_1788,positive,1.0,,,United,siobhanvivian,0.0,@united just did! Thank you!,2015-02-22 06:16:53 -0800,the burgh,Eastern Time (US & Canada)
Tr_tweet_1789,positive,1.0,,,United,GreenkidspenWRA,0.0,@united thank you!,2015-02-22 06:16:30 -0800,Grimsby - UK,
Tr_tweet_1790,negative,1.0,Cancelled Flight,1.0,United,greghm88,0.0,"@united Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http://t.co/KkwiwI97A4",2015-02-22 06:14:01 -0800,London,
Tr_tweet_1791,negative,0.6939,Cancelled Flight,0.3469,United,BenHabbel,0.0,@united - you rebooked me to UA1764 after UA 3883 was Cancelled Flightled. I paid for first class ticket - but new seat is 38E. Can you please fix!,2015-02-22 06:10:20 -0800,New York City,Pacific Time (US & Canada)
Tr_tweet_1792,negative,1.0,Can't Tell,0.6838,United,EmmeliePickett,0.0,@united is your check-in system down? I'm having trouble checking in for a flight that departs in less than 24 hrs.,2015-02-22 06:04:37 -0800,"fort worth, tx",Central Time (US & Canada)
Tr_tweet_1793,negative,1.0,longlines,0.6849,United,DanielPaulEller,0.0,"@united, fuck you and your closed premier access lines at ORD. Probably gonna miss my flight...Start treating your customers better.",2015-02-22 06:01:02 -0800,Chicago,Central Time (US & Canada)
Tr_tweet_1794,negative,1.0,Bad Flight,1.0,United,fctry,0.0,@united Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello @jetblue http://t.co/HI76BOavXY,2015-02-22 06:00:47 -0800,"Williamsburg, Brooklyn",Eastern Time (US & Canada)
Tr_tweet_1795,negative,1.0,Customer Service Issue,1.0,United,betorides,0.0,@united no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?,2015-02-22 06:00:24 -0800,,Quito
Tr_tweet_1796,negative,1.0,Bad Flight,1.0,United,ajbohman,0.0,@united you would think you would clean your ramps. Our jet is stuck in the snow in Newark. This would never happen with @Delta,2015-02-22 06:00:20 -0800,Irving Texas,
Tr_tweet_1797,negative,1.0,Cancelled Flight,0.6497,United,mahrruk,0.0,"@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day",2015-02-22 05:59:59 -0800,Rochester,Eastern Time (US & Canada)
Tr_tweet_1798,positive,1.0,,,United,DaRenton,0.0,@united I am - thank you!,2015-02-22 05:53:09 -0800,Colorado,Mountain Time (US & Canada)
Tr_tweet_1799,negative,1.0,Late Flight,1.0,United,_Charette_,0.0,@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491,2015-02-22 05:47:19 -0800,SE AZ By Way of HV,Mountain Time (US & Canada)
Tr_tweet_1800,negative,0.6701,Customer Service Issue,0.6701,United,wamo66,0.0,@united @wamo66 after 2 hours and 20 minutes most of which I was on hold I was able to get the Cancelled Flightled flight changed to Delta.,2015-02-22 05:40:04 -0800,,
Tr_tweet_1801,negative,1.0,Cancelled Flight,1.0,United,PubliusTX,0.0,"@united no, ua 6 finally Cancelled Flighted after hrs of delay. The replacement flight leaves Late FlightR than this one was scheduled tomorrow. Not cool.",2015-02-22 05:38:38 -0800,"Houston, TX",Central Time (US & Canada)
Tr_tweet_1802,neutral,0.6804,,0.0,United,Potter_Who,0.0,@united sister &amp,,2015-02-22 05:38:12 -0800,whore island 
Tr_tweet_1803,negative,0.6586,Customer Service Issue,0.6586,United,RodahlLL,0.0,@united On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp,,2015-02-22 05:38:00 -0800,Hong Kong
Tr_tweet_1804,negative,0.6768,Customer Service Issue,0.3434,United,kaf_silva,0.0,@united I would like to know what is the easiest way to get a refund.,2015-02-22 05:37:08 -0800,,
Tr_tweet_1805,negative,0.6768,Late Flight,0.3388,United,siobhanvivian,0.0,"@united help me, united! I paid for economy plus on a flight that was changed BC of delay. Will I be automatically refunded?",2015-02-22 05:34:50 -0800,the burgh,Eastern Time (US & Canada)
Tr_tweet_1806,negative,0.6821,Bad Flight,0.6821,United,sap_geek,0.0,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here,2015-02-22 05:34:31 -0800,,
Tr_tweet_1807,neutral,0.6416,,0.0,United,anil_arca,0.0,@united I just sent to you.,2015-02-22 05:29:00 -0800,"Virginia, USA",
Tr_tweet_1808,negative,0.6596,Customer Service Issue,0.6596,United,Whosgunz,0.0,"@united you realize you've said this already. At least last time you asked if I needed ""help""",2015-02-22 05:21:35 -0800,,
Tr_tweet_1809,negative,0.6989,Late Flight,0.6989,United,robbid,0.0,@united Thanks.    This one was delayed an hour and a half prior to scheduled departure.,2015-02-22 05:21:33 -0800,"Huntington, WV",America/New_York
Tr_tweet_1810,negative,1.0,Customer Service Issue,1.0,United,ahaeder,0.0,"@united Also, your phone customer service is almost useless. http://t.co/Mb3bJwGOAp",2015-02-22 05:12:50 -0800,PDX,
Tr_tweet_1811,negative,1.0,Lost Luggage,1.0,United,traceyabbywhite,0.0,@united lost bag on next flight. Didn't have time to load during the 5 hour delay?Consequence from platinum to gold,2015-02-22 05:12:08 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
Tr_tweet_1812,negative,1.0,Cancelled Flight,1.0,United,ahaeder,0.0,"@united A day Late Flightr, one delayed &amp; one Cancelled Flightled flight, I'm at a gate with no seat assign. Lots of standby ppl also waiting.",2015-02-22 05:11:40 -0800,PDX,
Tr_tweet_1813,negative,0.6556,Late Flight,0.6556,United,sap_geek,0.0,@united can you not get the first flight of the day off the ground on time?   #1531.  Let's go.......,2015-02-22 05:09:21 -0800,,
Tr_tweet_1814,positive,1.0,,,United,houckie,0.0,@united thank you for flying me out of the mess at IAD and out to San Diego. http://t.co/tlPBaupIk5,2015-02-22 05:06:35 -0800,Northern Virginia,Eastern Time (US & Canada)
Tr_tweet_1815,negative,1.0,Customer Service Issue,1.0,United,robbid,0.0,@united What does delayed due to Customer Service mean for UA761?,2015-02-22 05:00:39 -0800,"Huntington, WV",America/New_York
Tr_tweet_1816,negative,1.0,Bad Flight,0.6659,United,SagiRoi,0.0,@united wifi wasn't working onboard.Alerted attendant re socket.You sent me to a hotel for 24 hours with 7$ Vouchers??no wifi at hotel,2015-02-22 04:59:46 -0800,,
Tr_tweet_1817,negative,0.6513,Late Flight,0.3469,United,jpfox13,0.0,@united flight #1 no luck on #standby,2015-02-22 04:57:56 -0800,the district of colombia,Eastern Time (US & Canada)
Tr_tweet_1818,neutral,1.0,,,United,gwp22183,0.0,"@united Do you have plans for an iPad app?  The iPhone app is great, but on the  iPad you have to flip the iPad.  Is there a beta? Tks.",2015-02-22 04:55:52 -0800,Metro DC Area,
Tr_tweet_1819,neutral,1.0,,,United,jessehaines,0.0,"@united I tried.   We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes.  No resolution.",2015-02-22 04:53:59 -0800,"ÜT: 43.492878,-96.790916",Central Time (US & Canada)
Tr_tweet_1820,negative,1.0,Can't Tell,0.7099,United,mwbotelho,0.0,"@united I'm not sure it will have ""next time""...",2015-02-22 04:53:17 -0800,Curitiba,Brasilia
Tr_tweet_1821,negative,1.0,Can't Tell,0.6632,United,svhlatky,0.0,@united now the weight restriction? 'We'll try to get as many of you as we can on this plane',2015-02-22 04:48:45 -0800,"Kingston, Ontario",
Tr_tweet_1822,positive,0.3368,,0.0,United,21stCenturyMom,0.0,"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO",2015-02-22 04:45:15 -0800,,Pacific Time (US & Canada)
Tr_tweet_1823,negative,0.6392,Can't Tell,0.6392,United,cedraughn,0.0,@united you a bish,2015-02-22 04:41:54 -0800,senior / mount airy,Eastern Time (US & Canada)
Tr_tweet_1824,neutral,0.6863,,,United,docambrose97,0.0,@united Thanks!  Good to know.,2015-02-22 04:40:45 -0800,,
Tr_tweet_1825,neutral,0.6721,,,United,meigheyburn,0.0,@united okay. Thanks.,2015-02-22 04:38:20 -0800,"Akron, Ohio",Eastern Time (US & Canada)
Tr_tweet_1826,negative,1.0,Late Flight,1.0,United,traceyabbywhite,0.0,@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,2015-02-22 04:36:51 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
Tr_tweet_1827,neutral,0.6807,,0.0,United,LisaKothari,0.0,"@united Seat 14A, Flight UA895",2015-02-22 04:34:27 -0800,Seattle WA,Pacific Time (US & Canada)
Tr_tweet_1828,neutral,0.6931,,,United,meigheyburn,0.0,@united is it on a flight now? Thanks for reply.,2015-02-22 04:34:13 -0800,"Akron, Ohio",Eastern Time (US & Canada)
Tr_tweet_1829,negative,1.0,Customer Service Issue,1.0,United,traceyabbywhite,0.0,@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited,2015-02-22 04:33:37 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
Tr_tweet_1830,neutral,1.0,,,United,meigheyburn,0.0,@united it can't be delivered. It has to be held there for me to cross the border to pick up. Please don't try to deliver.,2015-02-22 04:33:15 -0800,"Akron, Ohio",Eastern Time (US & Canada)
Tr_tweet_1831,positive,0.6848,,,United,traceyabbywhite,0.0,@united one lady helping the 12 of us with luggage,2015-02-22 04:30:11 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
Tr_tweet_1832,negative,1.0,Late Flight,0.6048,United,traceyabbywhite,0.0,@united flighted delayed for hours. 10pm arrival to Vegas is now 4am. Did you seriously lose my luggage???,2015-02-22 04:29:16 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
Tr_tweet_1833,positive,0.6699,,,United,seb749,0.0,@united met with agent. All taken care of. Thx for reply,2015-02-22 04:26:30 -0800,,Eastern Time (US & Canada)
Tr_tweet_1834,positive,1.0,,,United,Patty_Ell,0.0,@united @suntoshi I still like you united airlines,2015-02-22 04:19:52 -0800,Bedford 2015 Plymouth 2019,Eastern Time (US & Canada)
Tr_tweet_1835,negative,1.0,Cancelled Flight,0.6665,United,SagiRoi,0.0,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel",2015-02-22 04:19:30 -0800,,
Tr_tweet_1836,neutral,0.6876,,0.0,United,fabricelion,0.0,"@united are you looking for European Flight attendants for Paris or Frankfurt?

Best, 

Fabrice",2015-02-22 04:13:46 -0800,Belgium,Brussels
Tr_tweet_1837,negative,1.0,Cancelled Flight,1.0,United,DVERandy,1.0,@united you Cancelled Flightled my flight without notification?,2015-02-22 04:13:35 -0800,WDVE PITTSBURGH,
Tr_tweet_1838,negative,0.6811,Late Flight,0.6811,United,jlongoria21,0.0,"@united since I have an international connection at 9am, I'm hoping for the same thing!",2015-02-22 04:10:42 -0800,"Rio Grande Valley, Texas",Central Time (US & Canada)
Tr_tweet_1839,neutral,0.6788,,0.0,United,seb749,0.0,@united need help. Never got tickets. Conf #ggqzqd,2015-02-22 04:08:42 -0800,,Eastern Time (US & Canada)
Tr_tweet_1840,neutral,0.6565,,,United,victor_haydin,0.0,"@united some compensation (e.g. upgrade to higher class for my rescheduled flight to MUC today) will be appreciated, though ;)",2015-02-22 03:41:41 -0800,,Kyiv
Tr_tweet_1841,negative,0.6525,Late Flight,0.3475,United,victor_haydin,0.0,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room,2015-02-22 03:40:16 -0800,,Kyiv
Tr_tweet_1842,negative,1.0,Customer Service Issue,1.0,United,bartha75,0.0,@united  once again your customer service at the providence airport was horrible. Do you actually care about customers or just making money?,2015-02-22 03:35:18 -0800,san diego,
Tr_tweet_1843,negative,1.0,Cancelled Flight,1.0,United,greghm88,0.0,@united you have Cancelled Flightled my flight UA922 for aircrft maintenance. I'm delayed 10 hours now. What's my refund options?,2015-02-22 03:31:49 -0800,London,
Tr_tweet_1844,negative,1.0,Lost Luggage,1.0,United,meigheyburn,0.0,@united where is my bag?? I'm in Mexico about to go build a house &amp,,2015-02-22 03:22:18 -0800,"Akron, Ohio"
Tr_tweet_1845,negative,1.0,Customer Service Issue,0.6783,United,chivo2089,0.0,@united you told me you changed my flight and im in the ottawa airport and AC cant find my reservation! Whats wrong with you,2015-02-22 03:12:21 -0800,Guatemala,
Tr_tweet_1846,negative,1.0,Bad Flight,0.6289,United,ahaeder,0.0,@united This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.,2015-02-22 03:11:32 -0800,PDX,
Tr_tweet_1847,positive,1.0,,,United,MrTrippe,0.0,@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW,2015-02-22 03:07:04 -0800,Terra Prime,
Tr_tweet_1848,negative,1.0,Cancelled Flight,0.3787,United,throthra,0.0,"@united hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports",2015-02-22 02:59:19 -0800,,
Tr_tweet_1849,negative,1.0,Flight Attendant Complaints,0.344,United,MMMarketing2014,0.0,@united no my concerns were not addressed,2015-02-22 02:47:48 -0800,#Westford #marketing ,
Tr_tweet_1850,negative,1.0,Lost Luggage,0.6875,United,plazaroff,0.0,@united DUH and done. bag whereabouts unknown. Greeeaat,2015-02-22 02:36:08 -0800,,Mountain Time (US & Canada)
Tr_tweet_1851,negative,1.0,Late Flight,0.3488,United,throthra,0.0,"@united thanks for letting me sleep at DIA to ensure you ruin as much of my vacation as possible. Wait, no, fuck you. #unitedairlinessucks",2015-02-22 02:33:38 -0800,,
Tr_tweet_1852,negative,1.0,Customer Service Issue,0.6459,United,throthra,0.0,"@united oh, I'll be sharing alright. Especially about sleeping in this shitty airport and getting 1hr of sleep all night because UA.",2015-02-22 02:31:52 -0800,,
Tr_tweet_1853,negative,1.0,Customer Service Issue,0.6709,United,jaykirell,0.0,@united @MaxAbrahms *if* he needs assistance? Do you expect him to go on a Scooby Doo tour of terminals until he finds his stuff?,2015-02-22 02:21:52 -0800,"Long Island, NY",Eastern Time (US & Canada)
Tr_tweet_1854,negative,1.0,Lost Luggage,1.0,United,MaxAbrahms,1.0,Thanks @united for writing back. To assist you can return the bag you lost &amp,,2015-02-22 02:16:54 -0800,"Boston, MA"
Tr_tweet_1855,negative,1.0,Customer Service Issue,1.0,United,Whosgunz,0.0,@united you hung up on me again.,2015-02-22 02:13:00 -0800,,
Tr_tweet_1856,negative,1.0,Customer Service Issue,1.0,United,Whosgunz,0.0,"@united your ""customer service"" team in manilla is absolute shit. I can't even get a supervisor without being out back on hold?!",2015-02-22 02:10:33 -0800,,
Tr_tweet_1857,negative,1.0,Flight Attendant Complaints,0.6438,United,Whosgunz,0.0,@united it's disgusting and unconscionable the treatment I've received tonight.,2015-02-22 02:09:15 -0800,,
Tr_tweet_1858,negative,1.0,Customer Service Issue,1.0,United,Whosgunz,0.0,@united of course I would like hepl! Are you kidding me? That's the ONLY reason I've been on hold for the past 5 hours!,2015-02-22 02:08:20 -0800,,
Tr_tweet_1859,negative,1.0,Late Flight,1.0,United,joynal03,0.0,@united @ThisIsCoach Every time my united flight got delayed. this is a big frustration.,2015-02-22 01:55:09 -0800,,
Tr_tweet_1860,negative,1.0,Lost Luggage,1.0,United,MaxAbrahms,0.0,".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it.",2015-02-22 01:39:37 -0800,"Boston, MA",Atlantic Time (Canada)
Tr_tweet_1861,negative,1.0,Customer Service Issue,0.6598,United,suntoshi,0.0,@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,2015-02-22 01:29:02 -0800,"Bedford, Nh",Eastern Time (US & Canada)
Tr_tweet_1862,negative,1.0,Lost Luggage,0.6837,United,suntoshi,0.0,"@united is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,",2015-02-22 01:27:48 -0800,"Bedford, Nh",Eastern Time (US & Canada)
Tr_tweet_1863,negative,1.0,Bad Flight,1.0,United,plazaroff,1.0,@united 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job,2015-02-22 01:26:27 -0800,,Mountain Time (US & Canada)
Tr_tweet_1864,negative,1.0,Customer Service Issue,1.0,United,Whosgunz,0.0,@united absolutely disgusting the way you treat your customers. Isn't there anyone actively monitoring your Cust serve? This is  unreal!!,2015-02-22 00:58:14 -0800,,
Tr_tweet_1865,negative,0.6528,Can't Tell,0.6528,United,Whosgunz,0.0,@united nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.,2015-02-22 00:54:29 -0800,,
Tr_tweet_1866,negative,1.0,Customer Service Issue,1.0,United,Whosgunz,0.0,@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.,2015-02-22 00:48:43 -0800,,
Tr_tweet_1867,negative,1.0,Customer Service Issue,1.0,United,Whosgunz,0.0,@united you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x.,2015-02-22 00:47:40 -0800,,
Tr_tweet_1868,negative,1.0,Bad Flight,0.3693,United,throthra,0.0,@united you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA,2015-02-22 00:41:23 -0800,,
Tr_tweet_1869,neutral,1.0,,,United,MissDanaJones,0.0,@united what's with the layover in Canada from the UA125? Is that scheduled?,2015-02-22 00:37:23 -0800,"Berlin, Germany",Berlin
Tr_tweet_1870,negative,1.0,Late Flight,0.6627,United,throthra,0.0,@united an inconvenience is a weather delay. Your pilot deciding to waste enough time so the FAA wouldn't let him fly is negligence.,2015-02-22 00:35:16 -0800,,
Tr_tweet_1871,negative,1.0,Flight Booking Problems,0.672,United,RoyLe9,0.0,@united I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?,2015-02-22 00:35:08 -0800,,Bucharest
Tr_tweet_1872,negative,1.0,Bad Flight,1.0,United,gregliefooghe,0.0,@united new 737 plane,"[37.61980156, -122.38447633]",2015-02-22 00:20:27 -0800,San Francisco
Tr_tweet_1873,negative,0.7029,Late Flight,0.3619,United,MarkGilden,0.0,@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!,2015-02-22 00:04:26 -0800,"Honolulu, HI",Pacific Time (US & Canada)
Tr_tweet_1874,negative,0.6545,Late Flight,0.6545,United,TimBouhour,0.0,@united after 443min of avoidable non-weather delays that #Appreciation link better be giving out #GoldenTickets,2015-02-21 23:52:05 -0800,"Raleigh, NC",
Tr_tweet_1875,negative,1.0,Lost Luggage,1.0,United,SCVPools,0.0,@united where is our luggage,2015-02-21 23:45:11 -0800,Southern California and Hawaii,
Tr_tweet_1876,negative,0.6856,Late Flight,0.6856,United,mrp,0.0,@united we just left @flySFO (delayed). http://t.co/XzBAjMiekx,2015-02-21 23:38:40 -0800,sf - austin - sydney,Alaska
Tr_tweet_1877,neutral,0.6845,,,United,kreespa,0.0,@united all set. Figured it out at the baggage office!,2015-02-21 23:36:56 -0800,Little Rhody,Eastern Time (US & Canada)
Tr_tweet_1878,negative,1.0,Can't Tell,0.7158,United,Finrz,0.0,@united screws up again...to be expected! NEVER AGAIN!,2015-02-21 23:24:33 -0800,"iPhone: 55.946030,-3.189382",Hawaii
Tr_tweet_1879,negative,1.0,Bad Flight,0.6484,United,Ofbikesandbirds,0.0,@united why don't you allow families with small children to board first anymore? Our next flight will be on another airline...,2015-02-21 23:17:56 -0800,,
Tr_tweet_1880,positive,1.0,,,United,billqamz,0.0,@united Life goal: complete ✔️,2015-02-21 23:04:41 -0800,East Coast,
Tr_tweet_1881,neutral,1.0,,,United,EmilyIsBach,0.0,@united I have $20 and I'll draw you a super sweet picture of your choosing. Will that get me round-trip to San Diego? 🌴🌴 It's so cold here.,2015-02-21 22:57:30 -0800,"Potsdam, NY",Eastern Time (US & Canada)
